CD_MUN;NM_MUN;V00001;V00002;V00003;V00004;V00005;V00006;V00007;V00008;V00009;V00010;V00011;V00012;V00013;V00014;V00015;V00016;V00017;V00018;V00019;V00020;V00021;V00022;V00023;V00024;V00025;V00026;V00027;V00028;V00029;V00030;V00031;V00032;V00033;V00034;V00035;V00036;V00037;V00038;V00039;V00040;V00041;V00042;V00043;V00044;V00045;V00046;V00047;V00048;V00049;V00050;V00051;V00052;V00053;V00054;V00055;V00056;V00057;V00058;V00059;V00060;V00061;V00062;V00063;V00064;V00065;V00066;V00067;V00068;V00069;V00070;V00071;V00072;V00073;V00074;V00075;V00076;V00077;V00078;V00079;V00080;V00081;V00082;V00083;V00084;V00085;V00086;V00087;V00088;V00089
3514502;Duartina;4790;0;21;4790;12305;0;21;1295;0;0;6010;0;10;6295;0;11;1000;1566;1192;710;209;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;4781;3;0;3;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;12305;1295;6010;6295;1000;1566;1192;710;209;51;0;0;0;0;12285;4;0;1295;0;0
3514601;Dumont;3296;0;6;3296;9465;0;6;1127;0;0;4704;0;6;4761;0;0;502;918;877;656;240;51;18;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;3269;15;5;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;9465;1127;4704;4761;502;918;877;656;240;51;18;0;0;0;9395;55;12;1115;9;0
3514700;Echaporã;2283;0;0;2283;6204;0;0;798;0;0;3054;0;0;3150;0;0;421;674;610;356;130;37;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2250;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6204;798;3054;3150;421;674;610;356;130;37;8;0;0;0;6118;86;0;791;5;0
3514809;Eldorado;4590;0;8;4590;13025;0;11;1935;0;0;6524;0;7;6501;0;0;828;1308;1101;771;307;110;21;3;0;3;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;4543;7;32;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;13025;1935;6524;6501;828;1308;1101;771;307;110;21;3;0;3;12926;17;75;1922;0;6
3514908;Elias Fausto;5964;0;9;5964;17669;3;18;2327;0;0;8865;0;8;8804;0;10;740;1791;1568;1092;467;164;50;9;6;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;5874;35;37;4;0;0;0;0;0;0;0;0;0;6;0;0;3;0;0;0;0;0;0;17669;2327;8865;8804;740;1791;1568;1092;467;164;50;9;6;0;17418;122;100;2275;22;19
3514924;Elisiário;1184;0;0;1184;3138;0;0;359;0;0;1591;0;0;1547;0;0;207;384;321;186;70;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3138;359;1591;1547;207;384;321;186;70;3;0;0;0;0;3138;0;0;359;0;0
3514957;Embaúba;896;0;0;896;2323;0;0;231;0;0;1191;0;0;1132;0;0;185;275;248;127;39;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2323;231;1191;1132;185;275;248;127;39;10;6;0;0;0;2323;0;0;231;0;0
3515004;Embu das Artes;87972;63;252;87972;250101;203;288;34211;44;27;120364;97;102;129737;92;185;16362;23021;22442;15982;6466;1865;463;64;9;6;16;15;9;11;0;0;0;0;0;0;243;3;0;0;0;0;0;0;0;0;81628;652;5205;317;0;6;44;0;19;0;0;0;232;0;0;0;0;0;0;0;20;0;0;250101;34211;120364;129737;16362;23021;22442;15982;6466;1865;463;64;9;6;232400;1977;14686;31656;216;2080
3515103;Embu-Guaçu;23377;0;251;23377;66577;19;316;8940;3;3;32716;7;178;33861;9;132;4242;6442;5754;4155;1683;513;147;11;4;3;0;0;0;0;0;0;0;0;0;0;244;0;0;0;0;0;0;0;0;4;21817;641;778;93;0;0;0;0;0;0;0;0;179;0;13;0;19;0;7;27;5;0;0;66577;8940;32716;33861;4242;6442;5754;4155;1683;513;147;11;4;3;62113;1988;2159;8327;217;342
3515129;Emilianópolis;1177;0;0;1177;3012;0;0;323;0;0;1490;0;0;1522;0;0;219;433;275;169;47;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3012;323;1490;1522;219;433;275;169;47;14;0;0;0;0;3012;0;0;323;0;0
3515152;Engenheiro Coelho;6884;0;88;6884;19438;0;125;2721;0;0;9774;0;37;9664;0;88;1070;1979;1851;1330;425;95;15;9;0;0;0;0;0;0;0;0;0;0;0;0;60;21;5;0;0;0;0;0;0;0;5567;594;694;6;0;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;19438;2721;9774;9664;1070;1979;1851;1330;425;95;15;9;0;0;15910;1666;1831;2242;201;264
3515186;Espírito Santo do Pinhal;14372;0;174;14372;39599;3;195;3954;0;6;19180;0;99;20419;0;92;2501;4323;3846;2350;854;275;55;8;3;0;0;0;0;0;0;0;0;0;0;0;171;0;0;0;0;0;0;0;0;0;13749;49;559;5;0;0;0;0;0;0;0;0;69;3;0;0;0;9;0;81;12;0;0;39599;3954;19180;20419;2501;4323;3846;2350;854;275;55;8;3;0;38318;118;1142;3815;10;109
3515194;Espírito Santo do Turvo;1482;0;0;1482;4155;0;0;599;0;0;2066;0;0;2089;0;0;249;428;401;260;87;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4155;599;2066;2089;249;428;401;260;87;28;0;0;0;0;4145;0;0;596;0;0
3515202;Estrela d'Oeste;3464;6;56;3464;9292;35;88;994;13;0;4694;15;81;4598;17;6;627;1118;859;578;183;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;3444;0;17;0;0;0;5;0;0;0;0;0;19;5;0;0;0;0;0;32;0;0;0;9292;994;4694;4598;627;1118;859;578;183;44;0;0;0;0;9262;4;25;993;0;0
3515301;Estrela do Norte;971;0;0;971;2703;0;0;320;0;0;1325;0;0;1378;0;0;151;291;242;202;65;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2703;320;1325;1378;151;291;242;202;65;8;0;0;0;0;2703;0;0;320;0;0
3515350;Euclides da Cunha Paulista;3022;0;0;3022;7919;0;5;962;0;0;3888;0;0;4031;0;4;628;939;744;473;154;65;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7919;962;3888;4031;628;939;744;473;154;65;3;0;0;0;7918;0;0;962;0;0
3515400;Fartura;6214;0;15;6214;16570;6;15;1939;0;0;8079;3;8;8491;3;4;1180;1943;1580;984;333;99;18;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;6181;14;14;0;0;0;0;0;0;0;0;0;4;3;0;0;8;0;0;0;0;0;0;16570;1939;8079;8491;1180;1943;1580;984;333;99;18;0;0;0;16506;33;24;1933;3;0
3515509;Fernandópolis;27621;0;168;27621;71005;4;170;7810;0;12;34113;0;90;36892;0;73;5599;9260;6741;4202;1244;257;19;3;0;0;0;0;0;0;0;0;0;0;0;0;167;0;0;0;0;0;0;0;0;0;26309;215;1037;24;0;0;0;0;0;0;0;0;103;22;0;0;10;0;0;0;31;0;0;71005;7810;34113;36892;5599;9260;6741;4202;1244;257;19;3;0;0;68371;596;1979;7594;69;117
3515608;Fernando Prestes;2237;0;4;2237;5936;0;4;604;0;0;2900;0;3;3036;0;0;409;741;574;332;109;30;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2234;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;5936;604;2900;3036;409;741;574;332;109;30;3;0;0;0;5924;6;6;603;0;0
3515657;Fernão;613;0;0;613;1655;0;0;217;0;0;840;0;0;815;0;0;108;193;153;114;34;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1655;217;840;815;108;193;153;114;34;3;0;0;0;0;1655;0;0;217;0;0
3515707;Ferraz de Vasconcelos;61296;158;373;61296;178282;504;382;24538;120;16;86073;267;262;92209;219;120;10162;16130;15903;11695;4659;1518;327;70;6;7;41;16;20;27;9;5;0;0;0;0;365;5;0;0;0;0;0;0;0;0;52705;780;7423;279;0;0;118;0;28;0;8;0;119;0;0;0;0;0;48;183;23;0;0;178282;24538;86073;92209;10162;16130;15903;11695;4659;1518;327;70;6;7;154213;2425;20766;20881;336;3117
3515806;Flora Rica;610;0;0;610;1487;0;0;147;0;0;730;0;0;757;0;0;163;195;141;63;31;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1487;147;730;757;163;195;141;63;31;6;0;0;0;0;1487;0;0;147;0;0
3515905;Floreal;1120;0;0;1120;2718;0;0;227;0;0;1320;0;0;1398;0;0;236;432;263;133;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2718;227;1320;1398;236;432;263;133;46;0;0;0;0;0;2718;0;0;227;0;0
3516002;Flórida Paulista;4313;0;51;4313;11557;5;51;1282;0;0;5714;0;30;5843;3;21;861;1288;1046;711;283;65;11;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;4310;0;0;0;0;0;0;0;0;0;0;0;18;0;20;0;0;0;0;11;0;0;0;11557;1282;5714;5843;861;1288;1046;711;283;65;11;0;0;0;11547;8;0;1278;3;0
3516101;Florínea;1052;0;0;1052;2760;0;0;328;0;0;1396;0;0;1364;0;0;219;343;224;135;65;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1022;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2760;328;1396;1364;219;343;224;135;65;20;0;0;0;0;2705;55;0;327;0;0
3516200;Franca;127909;8;551;127909;350906;72;575;42904;0;9;169683;26;293;181223;21;277;23127;38787;31721;22331;8033;2150;374;48;9;3;0;3;0;0;0;0;0;0;0;0;543;0;4;0;0;0;0;0;0;0;103930;1932;21840;25;0;0;0;8;0;0;0;0;352;0;20;0;0;0;34;66;16;60;0;350906;42904;169683;181223;23127;38787;31721;22331;8033;2150;374;48;9;3;294504;5611;50588;34953;849;6883
3516309;Francisco Morato;57668;7;58;57668;164967;73;81;24489;19;9;80671;26;31;84296;22;47;11375;14945;13761;10246;4508;1527;415;63;9;6;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;55393;206;1981;6;0;15;0;0;7;0;0;0;46;0;0;0;12;0;0;0;0;0;0;164967;24489;80671;84296;11375;14945;13761;10246;4508;1527;415;63;9;6;158758;685;5376;23407;123;908
3516408;Franco da Rocha;49307;3;1709;49307;140117;68;1733;19188;4;7;68270;30;1698;71847;28;33;8955;13300;12621;8734;3586;1105;247;44;6;7;0;0;0;0;0;0;0;0;0;0;1692;8;3;0;0;0;0;0;0;0;45135;305;3397;54;0;298;0;0;0;0;0;0;21;0;0;1617;0;0;4;67;0;0;0;140117;19188;68270;71847;8955;13300;12621;8734;3586;1105;247;44;6;7;128764;980;9250;17362;134;1476
3516507;Gabriel Monteiro;1071;0;0;1071;2763;0;0;294;0;0;1384;0;0;1379;0;0;200;368;271;164;49;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2763;294;1384;1379;200;368;271;164;49;0;3;0;0;0;2763;0;0;294;0;0
3516606;Gália;2441;6;17;2441;6350;12;17;674;0;0;3111;7;11;3239;5;6;471;811;629;348;125;18;3;0;0;0;0;4;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;2439;0;0;0;0;0;0;0;4;0;0;0;17;0;0;0;0;0;0;0;0;0;0;6350;674;3111;3239;471;811;629;348;125;18;3;0;0;0;6340;10;0;672;0;0
3516705;Garça;15523;0;149;15523;41937;3;165;4638;0;0;20168;0;107;21769;0;55;2914;4713;4050;2484;860;246;43;0;0;0;0;0;0;0;0;0;0;0;0;0;149;0;0;0;0;0;0;0;0;0;15404;5;90;0;0;0;0;0;0;0;0;0;72;0;17;0;0;0;0;60;0;0;0;41937;4638;20168;21769;2914;4713;4050;2484;860;246;43;0;0;0;41708;24;166;4621;0;7
3516804;Gastão Vidigal;1244;0;6;1244;3242;0;6;360;0;0;1568;0;6;1674;0;0;259;386;305;200;68;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1243;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3242;360;1568;1674;259;386;305;200;68;3;0;0;0;0;3241;0;0;360;0;0
3516853;Gavião Peixoto;1640;0;0;1640;4700;0;0;655;0;0;2333;0;0;2367;0;0;272;446;435;292;136;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1623;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4700;655;2333;2367;272;446;435;292;136;23;9;0;0;0;4669;20;10;652;0;0
3516903;General Salgado;4017;0;47;4017;10259;0;47;1114;0;0;5048;0;28;5211;0;19;861;1326;992;564;182;36;6;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;3997;0;17;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;10259;1114;5048;5211;861;1326;992;564;182;36;6;0;0;0;10229;3;24;1111;0;0
3517000;Getulina;3404;0;21;3404;8954;0;21;964;0;0;4350;0;11;4604;0;10;743;1052;791;497;199;48;6;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;3402;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;8954;964;4350;4604;743;1052;791;497;199;48;6;0;0;0;8952;0;0;964;0;0
3517109;Glicério;1552;0;14;1552;4124;0;14;492;0;0;2021;0;9;2103;0;5;293;506;382;228;80;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;1431;115;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;4124;492;2021;2103;293;506;382;228;80;37;0;0;0;0;3861;254;4;482;7;0
3517208;Guaiçara;3987;0;0;3987;11211;0;0;1482;0;0;5543;0;0;5668;0;0;661;1167;1059;660;259;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3955;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11211;1482;5543;5668;661;1167;1059;660;259;106;0;0;0;0;11124;77;6;1474;8;0
3517307;Guaimbê;2053;0;3;2053;5485;0;3;677;0;3;2721;0;0;2764;0;0;391;643;513;330;119;25;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;5485;677;2721;2764;391;643;513;330;119;25;7;0;0;0;5477;7;0;675;0;0
3517406;Guaíra;14707;0;64;14707;39197;6;75;4411;0;5;19103;0;38;20094;0;34;2902;4355;3795;2508;832;150;12;3;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;14641;17;29;0;0;0;0;0;0;0;0;0;41;0;0;0;7;0;9;0;6;0;0;39197;4411;19103;20094;2902;4355;3795;2508;832;150;12;3;0;0;39048;61;73;4390;5;6
3517505;Guapiaçu;7735;0;35;7735;21657;0;50;2711;0;0;10737;0;21;10920;0;29;1187;2379;2081;1321;503;135;19;7;0;0;0;0;0;0;0;0;0;0;0;0;20;15;0;0;0;0;0;0;0;0;7615;38;75;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;15;0;0;0;21657;2711;10737;10920;1187;2379;2081;1321;503;135;19;7;0;0;21384;99;160;2677;16;13
3517604;Guapiara;6156;0;7;6156;17056;6;7;2142;0;0;8638;3;5;8418;3;0;1047;1827;1654;1027;397;90;9;6;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;6145;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;17056;2142;8638;8418;1047;1827;1654;1027;397;90;9;6;0;0;17033;10;11;2136;3;0
3517703;Guará;6681;0;37;6681;18561;7;37;2269;0;5;9065;5;16;9496;0;21;1260;1855;1665;1231;448;113;24;3;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;6645;12;22;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;10;11;0;0;0;18561;2269;9065;9496;1260;1855;1665;1231;448;113;24;3;0;0;18492;29;39;2261;3;4
3517802;Guaraçaí;2941;0;9;2941;7418;0;23;681;0;0;3655;0;12;3763;0;11;624;1023;687;413;136;14;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;2939;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;7418;681;3655;3763;624;1023;687;413;136;14;3;0;3;0;7413;3;0;681;0;0
3517901;Guaraci;3915;0;15;3915;10313;0;37;1145;0;0;5157;0;18;5156;0;19;771;1303;906;588;218;61;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;0;0;0;3872;23;9;6;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;10313;1145;5157;5156;771;1303;906;588;218;61;9;0;0;0;10222;57;17;1130;11;0
3518008;Guarani d'Oeste;808;0;0;808;1968;0;0;209;0;0;981;0;0;987;0;0;201;271;190;91;31;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1968;209;981;987;201;271;190;91;31;6;0;0;0;0;1968;0;0;209;0;0
3518107;Guarantã;2295;0;17;2295;6403;0;17;809;0;0;3160;0;10;3243;0;7;435;668;539;387;164;45;17;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;2294;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;6403;809;3160;3243;435;668;539;387;164;45;17;0;0;0;6402;0;0;809;0;0
3518206;Guararapes;11649;0;18;11649;30985;0;18;3481;0;4;15073;0;6;15912;0;12;2167;3687;2940;1984;588;126;9;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;11445;133;36;18;0;7;0;0;0;0;0;0;3;0;0;0;0;0;0;0;15;0;0;30985;3481;15073;15912;2167;3687;2940;1984;588;126;9;0;0;0;30546;330;66;3427;39;4
3518305;Guararema;11086;0;47;11086;31184;3;47;3871;0;3;15370;0;24;15814;0;21;1837;3284;2796;2021;716;201;63;3;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;9956;527;577;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;7;8;0;0;0;31184;3871;15370;15814;1837;3284;2796;2021;716;201;63;3;0;0;28117;1412;1622;3418;195;231
3518404;Guaratinguetá;41900;62;643;41900;117110;224;666;13483;37;6;55987;118;414;61123;104;250;7466;12417;10495;7003;2828;917;232;34;6;3;8;13;11;11;6;5;0;0;0;0;629;6;5;0;0;0;0;0;0;0;36701;1034;4066;6;0;9;0;0;0;0;57;0;180;23;3;0;153;0;76;198;10;0;0;117110;13483;55987;61123;7466;12417;10495;7003;2828;917;232;34;6;3;104707;2929;9352;11793;442;1166
3518503;Guareí;4513;0;1221;4513;12263;0;1221;1545;0;6;6291;0;1204;5972;0;17;778;1419;1219;664;271;72;14;0;0;0;0;0;0;0;0;0;0;0;0;0;1221;0;0;0;0;0;0;0;0;0;4507;5;0;0;0;0;0;0;0;0;0;0;20;0;0;1182;0;0;10;9;0;0;0;12263;1545;6291;5972;778;1419;1219;664;271;72;14;0;0;0;12248;15;0;1543;0;0
3518602;Guariba;12897;0;29;12897;36703;3;29;4622;0;3;18050;0;16;18653;0;13;2030;3598;3525;2459;856;245;44;0;0;4;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;12767;39;0;66;0;0;0;0;0;0;0;0;15;0;0;0;0;3;0;0;11;0;0;36703;4622;18050;18653;2030;3598;3525;2459;856;245;44;0;0;4;36403;132;0;4569;17;0
3518701;Guarujá;99365;93;171;99365;287037;292;211;37172;35;18;137794;128;125;149243;135;72;17305;27185;25043;17352;7344;2551;794;194;37;53;26;10;12;5;3;0;0;0;0;0;157;0;7;0;0;0;0;0;0;0;82080;1584;14727;343;0;323;12;0;67;4;3;0;61;0;3;0;6;7;43;11;40;0;0;287037;37172;137794;149243;17305;27185;25043;17352;7344;2551;794;194;37;53;244262;4582;35929;32260;589;3637
3518800;Guarulhos;450509;263;1450;450509;1283895;865;1507;168142;154;5;614594;416;669;669301;352;826;77380;124994;116947;81606;31211;9965;2712;594;172;332;82;63;26;18;16;0;0;0;0;0;1426;3;3;0;0;0;0;0;0;0;338155;5172;102871;3309;0;102;98;3;35;118;0;0;1140;51;9;0;35;173;12;17;6;0;0;1283895;168142;614594;669301;77380;124994;116947;81606;31211;9965;2712;594;172;332;988684;15747;268735;127393;2165;36326
3518859;Guatapará;2533;19;4;2533;7275;40;4;939;4;0;3650;26;3;3625;14;0;414;693;680;465;164;66;17;0;0;0;9;8;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2530;0;0;0;0;0;4;0;15;0;0;0;0;4;0;0;0;0;0;0;0;0;0;7275;939;3650;3625;414;693;680;465;164;66;17;0;0;0;7264;9;0;936;3;0
3518909;Guzolândia;1630;0;0;1630;4244;0;0;492;0;0;2175;0;0;2069;0;0;328;533;388;256;79;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4244;492;2175;2069;328;533;388;256;79;13;3;0;0;0;4235;9;0;489;0;0
3519006;Herculândia;3303;0;10;3303;9100;3;10;1125;0;0;4468;0;3;4632;0;7;573;1019;822;570;196;35;19;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;3301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;9100;1125;4468;4632;573;1019;822;570;196;35;19;0;0;0;9094;5;0;1123;0;0
3519055;Holambra;5163;0;34;5163;15052;0;42;1902;0;0;7467;0;18;7585;0;23;718;1488;1358;1029;362;98;18;7;0;0;0;0;0;0;0;0;0;0;0;0;30;4;0;0;0;0;0;0;0;0;4895;211;43;3;0;0;0;0;0;0;0;0;14;13;7;0;0;0;0;0;0;0;0;15052;1902;7467;7585;718;1488;1358;1029;362;98;18;7;0;0;14425;536;69;1822;66;3
3519071;Hortolândia;80791;16;223;80791;232158;65;323;30602;3;4;113059;24;160;119099;30;160;11892;23006;22004;15556;5510;1681;397;53;0;8;0;6;4;0;0;0;0;0;0;0;186;9;9;0;0;0;0;0;0;0;64630;3180;12829;40;0;6;0;10;0;0;0;0;198;18;3;0;3;0;0;0;0;0;0;232158;30602;113059;119099;11892;23006;22004;15556;5510;1681;397;53;0;8;188776;9607;33543;23584;1711;5234
3519105;Iacanga;3948;0;0;3948;10412;0;0;1253;0;0;5158;0;0;5254;0;0;811;1216;955;640;208;58;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3928;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10412;1253;5158;5254;811;1216;955;640;208;58;6;0;0;0;10365;35;8;1245;4;0
3519204;Iacri;2257;0;0;2257;6122;0;0;680;0;0;3039;0;0;3083;0;0;385;748;546;372;130;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6122;680;3039;3083;385;748;546;372;130;29;0;0;0;0;6120;0;0;680;0;0
3519253;Iaras;1791;44;2652;1791;5112;135;2658;753;28;5;2601;68;2645;2511;64;10;337;525;414;275;131;59;13;3;0;0;13;9;6;5;3;0;0;0;0;0;2649;0;0;0;0;0;0;0;0;0;1788;0;0;0;0;0;43;0;0;0;0;0;0;11;0;2628;7;0;3;0;0;0;0;5112;753;2601;2511;337;525;414;275;131;59;13;3;0;0;5105;0;4;752;0;0
3519303;Ibaté;11089;0;0;11089;32166;0;0;4290;0;0;16032;0;0;16134;0;0;1737;2939;3011;2121;834;269;64;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11042;4;8;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32166;4290;16032;16134;1737;2939;3011;2121;834;269;64;11;0;0;32032;31;30;4266;3;3
3519402;Ibirá;4404;0;19;4404;11671;0;19;1349;0;0;5713;0;8;5958;0;11;817;1419;1170;663;190;50;12;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;4307;0;95;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;11671;1349;5713;5958;817;1419;1170;663;190;50;12;0;0;0;11484;3;182;1325;0;22
3519501;Ibirarema;2403;0;5;2403;6363;0;18;767;0;0;3145;0;11;3218;0;7;456;782;602;371;116;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2344;57;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;6363;767;3145;3218;456;782;602;371;116;30;0;0;0;0;6177;186;0;734;33;0
3519600;Ibitinga;22203;0;63;22203;59867;17;68;7369;0;13;29363;0;29;30504;0;39;3936;7120;5729;3434;1313;359;32;4;3;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;21750;29;388;3;0;0;0;0;0;0;0;0;34;0;0;0;8;0;0;0;21;0;0;59867;7369;29363;30504;3936;7120;5729;3434;1313;359;32;4;3;0;58884;120;826;7243;10;103
3519709;Ibiúna;26339;3;53;26339;75458;21;79;9979;0;3;37828;3;47;37630;7;32;4249;7748;6624;4515;1868;549;102;20;0;0;0;0;0;0;0;0;0;0;0;0;45;0;4;0;0;0;0;0;0;0;25000;583;656;32;0;0;0;0;0;0;0;0;20;0;3;0;6;0;0;13;11;0;0;75458;9979;37828;37630;4249;7748;6624;4515;1868;549;102;20;0;0;71943;1623;1742;9517;144;267
